"","from","to"
"1874",46,40
"1875",46,48
"1876",47,43
"1877",47,44
"1878",47,45
"1879",47,39
"1880",47,46
"1881",47,47
"1882",47,40
"1883",47,48
"1884",40,43
"1885",40,44
"1886",40,45
"1887",40,39
"1888",40,46
"1889",40,47
"1890",40,40
"1891",40,48
"1892",48,43
"1893",48,44
"1894",48,45
"1895",48,39
"1896",48,46
"1897",48,47
"1898",48,40
"1899",48,48
"1900",43,43
"1901",43,44
"1902",43,45
"1903",43,39
"1904",43,46
"1905",43,47
"1906",43,40
"1907",43,48
"1908",44,43
"1909",44,44
"1910",44,45
"1911",44,39
"1912",44,46
"1913",44,47
"1914",44,40
"1915",44,48
"1916",45,43
"1917",45,44
"1918",45,45
"1919",45,39
"1920",45,46
"1921",45,47
"1922",45,40
"1923",45,48
"1924",39,43
"1925",39,44
"1926",39,45
"1927",39,39
"1928",39,46
"1929",39,47
"1930",39,40
"1931",39,48
"1932",46,43
"1933",46,44
"1934",46,45
"1935",46,39
"1936",46,46
"1937",46,47
"1938",46,40
"1939",46,48
"1940",47,43
"1941",47,44
"1942",47,45
"1943",47,39
"1944",47,46
"1945",47,47
"1946",47,40
"1947",47,48
"1948",40,43
"1949",40,44
"1950",40,45
"1951",40,39
"1952",40,46
"1953",40,47
"1954",40,40
"1955",40,48
"1956",48,43
"1957",48,44
"1958",48,45
"1959",48,39
"1960",48,46
"1961",48,47
"1962",48,40
"1963",48,48
"1964",43,43
"1965",43,44
"1966",43,45
"1967",43,39
"1968",43,46
"1969",43,47
"1970",43,40
"1971",43,48
"1972",44,43
"1973",44,44
"1974",44,45
"1975",44,39
"1976",44,46
"1977",44,47
"1978",44,40
"1979",44,48
"1980",45,43
"1981",45,44
"1982",45,45
"1983",45,39
"1984",45,46
"1985",45,47
"1986",45,40
"1987",45,48
"1988",39,43
"1989",39,44
"1990",39,45
"1991",39,39
"1992",39,46
"1993",39,47
"1994",39,40
"1995",39,48
"1996",46,43
"1997",46,44
"1998",46,45
"1999",46,39
"2000",46,46
"2001",46,47
"2002",46,40
"2003",46,48
"2004",47,43
"2005",47,44
"2006",47,45
"2007",47,39
"2008",47,46
"2009",47,47
"2010",47,40
"2011",47,48
"2012",40,43
"2013",40,44
"2014",40,45
"2015",40,39
"2016",40,46
"2017",40,47
"2018",40,40
"2019",40,48
"2020",48,43
"2021",48,44
"2022",48,45
"2023",48,39
"2024",48,46
"2025",48,47
"2026",48,40
"2027",48,48
"2028",43,43
"2029",43,44
"2030",43,45
"2031",43,39
"2032",43,46
"2033",43,47
"2034",43,40
"2035",43,48
"2036",44,43
"2037",44,44
"2038",44,45
"2039",44,39
"2040",44,46
"2041",44,47
"2042",44,40
"2043",44,48
"2044",45,43
"2045",45,44
"2046",45,45
"2047",45,39
"2048",45,46
"2049",45,47
"2050",45,40
"2051",45,48
"2052",39,43
"2053",39,44
"2054",39,45
"2055",39,39
"2056",39,46
"2057",39,47
"2058",39,40
"2059",39,48
"2060",46,43
"2061",46,44
"2062",46,45
"2063",46,39
"2064",46,46
"2065",46,47
"2066",46,40
"2067",46,48
"2068",47,43
"2069",47,44
"2070",47,45
"2071",47,39
"2072",47,46
"2073",47,47
"2074",47,40
"2075",47,48
"2076",40,43
"2077",40,44
"2078",40,45
"2079",40,39
"2080",40,46
"2081",40,47
"2082",40,40
"2083",40,48
"2084",48,43
"2085",48,44
"2086",48,45
"2087",48,39
"2088",48,46
"2089",48,47
"2090",48,40
"2091",48,48
"2092",43,43
"2093",43,44
"2094",43,45
"2095",43,39
"2096",43,46
"2097",43,47
"2098",43,40
"2099",43,48
"2100",44,43
"2101",44,44
"2102",44,45
"2103",44,39
"2104",44,46
"2105",44,47
"2106",44,40
"2107",44,48
"2108",45,43
"2109",45,44
"2110",45,45
"2111",45,39
"2112",45,46
"2113",45,47
"2114",45,40
"2115",45,48
"2116",39,43
"2117",39,44
"2118",39,45
"2119",39,39
"2120",39,46
"2121",39,47
"2122",39,40
"2123",39,48
"2124",46,43
"2125",46,44
"2126",46,45
"2127",46,39
"2128",46,46
"2129",46,47
"2130",46,40
"2131",46,48
"2132",47,43
"2133",47,44
"2134",47,45
"2135",47,39
"2136",47,46
"2137",47,47
"2138",47,40
"2139",47,48
"2140",40,43
"2141",40,44
"2142",40,45
"2143",40,39
"2144",40,46
"2145",40,47
"2146",40,40
"2147",40,48
"2148",48,43
"2149",48,44
"2150",48,45
"2151",48,39
"2152",48,46
"2153",48,47
"2154",48,40
"2155",48,48
"2156",43,43
"2157",43,44
"2158",43,39
"2159",43,46
"2160",43,47
"2161",43,40
"2162",43,48
"2163",44,43
"2164",44,44
"2165",44,39
"2166",44,46
"2167",44,47
"2168",44,40
"2169",44,48
"2170",39,43
"2171",39,44
"2172",39,39
"2173",39,46
"2174",39,47
"2175",39,40
"2176",39,48
"2177",46,43
"2178",46,44
"2179",46,39
"2180",46,46
"2181",46,47
"2182",46,40
"2183",46,48
"2184",47,43
"2185",47,44
"2186",47,39
"2187",47,46
"2188",47,47
"2189",47,40
"2190",47,48
"2191",40,43
"2192",40,44
"2193",40,39
"2194",40,46
"2195",40,47
"2196",40,40
"2197",40,48
"2198",48,43
"2199",48,44
"2200",48,39
"2201",48,46
"2202",48,47
"2203",48,40
"2204",48,48
"2205",43,43
"2206",43,44
"2207",43,39
"2208",43,46
"2209",43,47
"2210",43,40
"2211",43,48
"2212",44,43
"2213",44,44
"2214",44,39
"2215",44,46
"2216",44,47
"2217",44,40
"2218",44,48
"2219",39,43
"2220",39,44
"2221",39,39
"2222",39,46
"2223",39,47
"2224",39,40
"2225",39,48
"2226",46,43
"2227",46,44
"2228",46,39
"2229",46,46
"2230",46,47
"2231",46,40
"2232",46,48
"2233",47,43
"2234",47,44
"2235",47,39
"2236",47,46
"2237",47,47
"2238",47,40
"2239",47,48
"2240",40,43
"2241",40,44
"2242",40,39
"2243",40,46
"2244",40,47
"2245",40,40
"2246",40,48
"2247",48,43
"2248",48,44
"2249",48,39
"2250",48,46
"2251",48,47
"2252",48,40
"2253",48,48
"2254",43,43
"2255",43,44
"2256",43,45
"2257",43,39
"2258",43,47
"2259",43,40
"2260",43,48
"2261",44,43
"2262",44,44
"2263",44,45
"2264",44,39
"2265",44,47
"2266",44,40
"2267",44,48
"2268",45,43
"2269",45,44
"2270",45,45
"2271",45,39
"2272",45,47
"2273",45,40
"2274",45,48
"2275",39,43
"2276",39,44
"2277",39,45
"2278",39,39
"2279",39,47
"2280",39,40
"2281",39,48
"2282",47,43
"2283",47,44
"2284",47,45
"2285",47,39
"2286",47,47
"2287",47,40
"2288",47,48
"2289",40,43
"2290",40,44
"2291",40,45
"2292",40,39
"2293",40,47
"2294",40,40
"2295",40,48
"2296",48,43
"2297",48,44
"2298",48,45
"2299",48,39
"2300",48,47
"2301",48,40
"2302",48,48
"2303",43,43
"2304",43,44
"2305",43,45
"2306",43,39
"2307",43,47
"2308",43,40
"2309",43,48
"2310",44,43
"2311",44,44
"2312",44,45
"2313",44,39
"2314",44,47
"2315",44,40
"2316",44,48
"2317",45,43
"2318",45,44
"2319",45,45
"2320",45,39
"2321",45,47
"2322",45,40
"2323",45,48
"2324",39,43
"2325",39,44
"2326",39,45
"2327",39,39
"2328",39,47
"2329",39,40
"2330",39,48
"2331",47,43
"2332",47,44
"2333",47,45
"2334",47,39
"2335",47,47
"2336",47,40
"2337",47,48
"2338",40,43
"2339",40,44
"2340",40,45
"2341",40,39
"2342",40,47
"2343",40,40
"2344",40,48
"2345",48,43
"2346",48,44
"2347",48,45
"2348",48,39
"2349",48,47
"2350",48,40
"2351",48,48
"2352",43,43
"2353",43,44
"2354",43,45
"2355",43,39
"2356",43,46
"2357",43,47
"2358",43,40
"2359",43,48
"2360",44,43
"2361",44,44
"2362",44,45
"2363",44,39
"2364",44,46
"2365",44,47
"2366",44,40
"2367",44,48
"2368",45,43
"2369",45,44
"2370",45,45
"2371",45,39
"2372",45,46
"2373",45,47
"2374",45,40
"2375",45,48
"2376",39,43
"2377",39,44
"2378",39,45
"2379",39,39
"2380",39,46
"2381",39,47
"2382",39,40
"2383",39,48
"2384",46,43
"2385",46,44
"2386",46,45
"2387",46,39
"2388",46,46
"2389",46,47
"2390",46,40
"2391",46,48
"2392",47,43
"2393",47,44
"2394",47,45
"2395",47,39
"2396",47,46
"2397",47,47
"2398",47,40
"2399",47,48
"2400",40,43
"2401",40,44
"2402",40,45
"2403",40,39
"2404",40,46
"2405",40,47
"2406",40,40
"2407",40,48
"2408",48,43
"2409",48,44
"2410",48,45
"2411",48,39
"2412",48,46
"2413",48,47
"2414",48,40
"2415",48,48
"2416",43,43
"2417",43,44
"2418",43,45
"2419",43,39
"2420",43,46
"2421",43,47
"2422",43,40
"2423",43,48
"2424",44,43
"2425",44,44
"2426",44,45
"2427",44,39
"2428",44,46
"2429",44,47
"2430",44,40
"2431",44,48
"2432",45,43
"2433",45,44
"2434",45,45
"2435",45,39
"2436",45,46
"2437",45,47
"2438",45,40
"2439",45,48
"2440",39,43
"2441",39,44
"2442",39,45
"2443",39,39
"2444",39,46
"2445",39,47
"2446",39,40
"2447",39,48
"2448",46,43
"2449",46,44
"2450",46,45
"2451",46,39
"2452",46,46
"2453",46,47
"2454",46,40
"2455",46,48
"2456",47,43
"2457",47,44
"2458",47,45
"2459",47,39
"2460",47,46
"2461",47,47
"2462",47,40
"2463",47,48
"2464",40,43
"2465",40,44
"2466",40,45
"2467",40,39
"2468",40,46
"2469",40,47
"2470",40,40
"2471",40,48
"2472",48,43
"2473",48,44
"2474",48,45
"2475",48,39
"2476",48,46
"2477",48,47
"2478",48,40
"2479",48,48
"2480",43,43
"2481",43,44
"2482",43,45
"2483",43,39
"2484",43,46
"2485",43,47
"2486",43,40
"2487",43,48
"2488",44,43
"2489",44,44
"2490",44,45
"2491",44,39
"2492",44,46
"2493",44,47
"2494",44,40
"2495",44,48
"2496",45,43
"2497",45,44
"2498",45,45
"2499",45,39
"2500",45,46
"2501",45,47
"2502",45,40
"2503",45,48
"2504",39,43
"2505",39,44
"2506",39,45
"2507",39,39
"2508",39,46
"2509",39,47
"2510",39,40
"2511",39,48
"2512",46,43
"2513",46,44
"2514",46,45
"2515",46,39
"2516",46,46
"2517",46,47
"2518",46,40
"2519",46,48
"2520",47,43
"2521",47,44
"2522",47,45
"2523",47,39
"2524",47,46
"2525",47,47
"2526",47,40
"2527",47,48
"2528",40,43
"2529",40,44
"2530",40,45
"2531",40,39
"2532",40,46
"2533",40,47
"2534",40,40
"2535",40,48
"2536",48,43
"2537",48,44
"2538",48,45
"2539",48,39
"2540",48,46
"2541",48,47
"2542",48,40
"2543",48,48
"2544",43,43
"2545",43,44
"2546",43,45
"2547",43,39
"2548",43,46
"2549",43,47
"2550",43,40
"2551",43,48
"2552",44,43
"2553",44,44
"2554",44,45
"2555",44,39
"2556",44,46
"2557",44,47
"2558",44,40
"2559",44,48
"2560",45,43
"2561",45,44
"2562",45,45
"2563",45,39
"2564",45,46
"2565",45,47
"2566",45,40
"2567",45,48
"2568",39,43
"2569",39,44
"2570",39,45
"2571",39,39
"2572",39,46
"2573",39,47
"2574",39,40
"2575",39,48
"2576",46,43
"2577",46,44
"2578",46,45
"2579",46,39
"2580",46,46
"2581",46,47
"2582",46,40
"2583",46,48
"2584",47,43
"2585",47,44
"2586",47,45
"2587",47,39
"2588",47,46
"2589",47,47
"2590",47,40
"2591",47,48
"2592",40,43
"2593",40,44
"2594",40,45
"2595",40,39
"2596",40,46
"2597",40,47
"2598",40,40
"2599",40,48
"2600",48,43
"2601",48,44
"2602",48,45
"2603",48,39
"2604",48,46
"2605",48,47
"2606",48,40
"2607",48,48
"2608",43,43
"2609",43,44
"2610",43,45
"2611",43,39
"2612",43,46
"2613",43,47
"2614",43,40
"2615",43,48
"2616",44,43
"2617",44,44
"2618",44,45
"2619",44,39
"2620",44,46
"2621",44,47
"2622",44,40
"2623",44,48
"2624",45,43
"2625",45,44
"2626",45,45
"2627",45,39
"2628",45,46
"2629",45,47
"2630",45,40
"2631",45,48
"2632",39,43
"2633",39,44
"2634",39,45
"2635",39,39
"2636",39,46
"2637",39,47
"2638",39,40
"2639",39,48
"2640",46,43
"2641",46,44
"2642",46,45
"2643",46,39
"2644",46,46
"2645",46,47
"2646",46,40
"2647",46,48
"2648",47,43
"2649",47,44
"2650",47,45
"2651",47,39
"2652",47,46
"2653",47,47
"2654",47,40
"2655",47,48
"2656",40,43
"2657",40,44
"2658",40,45
"2659",40,39
"2660",40,46
"2661",40,47
"2662",40,40
"2663",40,48
"2664",48,43
"2665",48,44
"2666",48,45
"2667",48,39
"2668",48,46
"2669",48,47
"2670",48,40
"2671",48,48
"2672",43,43
"2673",43,44
"2674",43,45
"2675",43,39
"2676",43,46
"2677",43,47
"2678",43,40
"2679",43,48
"2680",44,43
"2681",44,44
"2682",44,45
"2683",44,39
"2684",44,46
"2685",44,47
"2686",44,40
"2687",44,48
"2688",45,43
"2689",45,44
"2690",45,45
"2691",45,39
"2692",45,46
"2693",45,47
"2694",45,40
"2695",45,48
"2696",39,43
"2697",39,44
"2698",39,45
"2699",39,39
"2700",39,46
"2701",39,47
"2702",39,40
"2703",39,48
"2704",46,43
"2705",46,44
"2706",46,45
"2707",46,39
"2708",46,46
"2709",46,47
"2710",46,40
"2711",46,48
"2712",47,43
"2713",47,44
"2714",47,45
"2715",47,39
"2716",47,46
"2717",47,47
"2718",47,40
"2719",47,48
"2720",40,43
"2721",40,44
"2722",40,45
"2723",40,39
"2724",40,46
"2725",40,47
"2726",40,40
"2727",40,48
"2728",48,43
"2729",48,44
"2730",48,45
"2731",48,39
"2732",48,46
"2733",48,47
"2734",48,40
"2735",48,48
"2736",43,43
"2737",43,44
"2738",43,45
"2739",43,39
"2740",43,47
"2741",43,40
"2742",43,48
"2743",44,43
"2744",44,44
"2745",44,45
"2746",44,39
"2747",44,47
"2748",44,40
"2749",44,48
"2750",45,43
"2751",45,44
"2752",45,45
"2753",45,39
"2754",45,47
"2755",45,40
"2756",45,48
"2757",39,43
"2758",39,44
"2759",39,45
"2760",39,39
"2761",39,47
"2762",39,40
"2763",39,48
"2764",47,43
"2765",47,44
"2766",47,45
"2767",47,39
"2768",47,47
"2769",47,40
"2770",47,48
"2771",40,43
"2772",40,44
"2773",40,45
"2774",40,39
"2775",40,47
"2776",40,40
"2777",40,48
"2778",48,43
"2779",48,44
"2780",48,45
"2781",48,39
"2782",48,47
"2783",48,40
"2784",48,48
"2785",43,43
"2786",43,44
"2787",43,45
"2788",43,39
"2789",43,47
"2790",43,40
"2791",43,48
"2792",44,43
"2793",44,44
"2794",44,45
"2795",44,39
"2796",44,47
"2797",44,40
"2798",44,48
"2799",45,43
"2800",45,44
"2801",45,45
"2802",45,39
"2803",45,47
"2804",45,40
"2805",45,48
"2806",39,43
"2807",39,44
"2808",39,45
"2809",39,39
"2810",39,47
"2811",39,40
"2812",39,48
"2813",47,43
"2814",47,44
"2815",47,45
"2816",47,39
"2817",47,47
"2818",47,40
"2819",47,48
"2820",40,43
"2821",40,44
"2822",40,45
"2823",40,39
"2824",40,47
"2825",40,40
"2826",40,48
"2827",48,43
"2828",48,44
"2829",48,45
"2830",48,39
"2831",48,47
"2832",48,40
"2833",48,48
"2834",43,43
"2835",43,43
"2836",43,44
"2837",43,45
"2838",43,39
"2839",43,48
"2840",43,49
"2841",44,43
"2842",44,44
"2843",44,45
"2844",44,39
"2845",44,48
"2846",44,49
"2847",45,43
"2848",45,44
"2849",45,45
"2850",45,39
"2851",45,48
"2852",45,49
"2853",39,43
"2854",39,44
"2855",39,45
"2856",39,39
"2857",39,48
"2858",39,49
"2859",48,43
"2860",48,44
"2861",48,45
"2862",48,39
"2863",48,48
"2864",48,49
"2865",49,43
"2866",49,44
"2867",49,45
"2868",49,39
"2869",49,48
"2870",49,49
"2871",43,43
"2872",43,44
"2873",43,45
"2874",43,39
"2875",43,46
"2876",43,47
"2877",43,40
"2878",43,48
"2879",44,43
"2880",44,44
"2881",44,45
"2882",44,39
"2883",44,46
"2884",44,47
"2885",44,40
"2886",44,48
"2887",45,43
"2888",45,44
"2889",45,45
"2890",45,39
"2891",45,46
"2892",45,47
"2893",45,40
"2894",45,48
"2895",39,43
"2896",39,44
"2897",39,45
"2898",39,39
"2899",39,46
"2900",39,47
"2901",39,40
"2902",39,48
"2903",46,43
"2904",46,44
"2905",46,45
"2906",46,39
"2907",46,46
"2908",46,47
"2909",46,40
"2910",46,48
"2911",47,43
"2912",47,44
"2913",47,45
"2914",47,39
"2915",47,46
"2916",47,47
"2917",47,40
"2918",47,48
"2919",40,43
"2920",40,44
"2921",40,45
"2922",40,39
"2923",40,46
"2924",40,47
"2925",40,40
"2926",40,48
"2927",48,43
"2928",48,44
"2929",48,45
"2930",48,39
"2931",48,46
"2932",48,47
"2933",48,40
"2934",48,48
"2935",43,43
"2936",43,44
"2937",43,45
"2938",43,39
"2939",43,47
"2940",43,40
"2941",44,43
"2942",44,44
"2943",44,45
"2944",44,39
"2945",44,47
"2946",44,40
"2947",45,43
"2948",45,44
"2949",45,45
"2950",45,39
"2951",45,47
"2952",45,40
"2953",39,43
"2954",39,44
"2955",39,45
"2956",39,39
"2957",39,47
"2958",39,40
"2959",47,43
"2960",47,44
"2961",47,45
"2962",47,39
"2963",47,47
"2964",47,40
"2965",40,43
"2966",40,44
"2967",40,45
"2968",40,39
"2969",40,47
"2970",40,40
"2971",43,43
"2972",43,44
"2973",43,40
"2974",44,43
"2975",44,44
"2976",44,40
"2977",40,43
"2978",40,44
"2979",40,40
"2980",43,43
"2981",43,44
"2982",43,45
"2983",43,39
"2984",43,40
"2985",43,48
"2986",44,43
"2987",44,44
"2988",44,45
"2989",44,39
"2990",44,40
"2991",44,48
"2992",45,43
"2993",45,44
"2994",45,45
"2995",45,39
"2996",45,40
"2997",45,48
"2998",39,43
"2999",39,44
"3000",39,45
"3001",39,39
"3002",39,40
"3003",39,48
"3004",40,43
"3005",40,44
"3006",40,45
"3007",40,39
"3008",40,40
"3009",40,48
"3010",48,43
"3011",48,44
"3012",48,45
"3013",48,39
"3014",48,40
"3015",48,48
"3016",43,43
"3017",43,44
"3018",43,45
"3019",43,39
"3020",43,47
"3021",43,40
"3022",43,48
"3023",44,43
"3024",44,44
"3025",44,45
"3026",44,39
"3027",44,47
"3028",44,40
"3029",44,48
"3030",45,43
"3031",45,44
"3032",45,45
"3033",45,39
"3034",45,47
"3035",45,40
"3036",45,48
"3037",39,43
"3038",39,44
"3039",39,45
"3040",39,39
"3041",39,47
"3042",39,40
"3043",39,48
"3044",47,43
"3045",47,44
"3046",47,45
"3047",47,39
"3048",47,47
"3049",47,40
"3050",47,48
"3051",40,43
"3052",40,44
"3053",40,45
"3054",40,39
"3055",40,47
"3056",40,40
"3057",40,48
"3058",48,43
"3059",48,44
"3060",48,45
"3061",48,39
"3062",48,47
"3063",48,40
"3064",48,48
"3065",43,43
"3066",43,44
"3067",43,45
"3068",43,39
"3069",43,46
"3070",43,47
"3071",43,40
"3072",43,48
"3073",44,43
"3074",44,44
"3075",44,45
"3076",44,39
"3077",44,46
"3078",44,47
"3079",44,40
"3080",44,48
"3081",45,43
"3082",45,44
"3083",45,45
"3084",45,39
"3085",45,46
"3086",45,47
"3087",45,40
"3088",45,48
"3089",39,43
"3090",39,44
"3091",39,45
"3092",39,39
"3093",39,46
"3094",39,47
"3095",39,40
"3096",39,48
"3097",46,43
"3098",46,44
"3099",46,45
"3100",46,39
"3101",46,46
"3102",46,47
"3103",46,40
"3104",46,48
"3105",47,43
"3106",47,44
"3107",47,45
"3108",47,39
"3109",47,46
"3110",47,47
"3111",47,40
"3112",47,48
"3113",40,43
"3114",40,44
"3115",40,45
"3116",40,39
"3117",40,46
"3118",40,47
"3119",40,40
"3120",40,48
"3121",48,43
"3122",48,44
"3123",48,45
"3124",48,39
"3125",48,46
"3126",48,47
"3127",48,40
"3128",48,48
"3129",43,43
"3130",43,44
"3131",43,45
"3132",43,39
"3133",43,46
"3134",43,47
"3135",43,40
"3136",43,48
"3137",44,43
"3138",44,44
"3139",44,45
"3140",44,39
"3141",44,46
"3142",44,47
"3143",44,40
"3144",44,48
"3145",45,43
"3146",45,44
"3147",45,45
"3148",45,39
"3149",45,46
"3150",45,47
"3151",45,40
"3152",45,48
"3153",39,43
"3154",39,44
"3155",39,45
"3156",39,39
"3157",39,46
"3158",39,47
"3159",39,40
"3160",39,48
"3161",46,43
"3162",46,44
"3163",46,45
"3164",46,39
"3165",46,46
"3166",46,47
"3167",46,40
"3168",46,48
"3169",47,43
"3170",47,44
"3171",47,45
"3172",47,39
"3173",47,46
"3174",47,47
"3175",47,40
"3176",47,48
"3177",40,43
"3178",40,44
"3179",40,45
"3180",40,39
"3181",40,46
"3182",40,47
"3183",40,40
"3184",40,48
"3185",48,43
"3186",48,44
"3187",48,45
"3188",48,39
"3189",48,46
"3190",48,47
"3191",48,40
"3192",48,48
"3193",44,44
"3194",44,45
"3195",44,39
"3196",44,47
"3197",44,40
"3198",44,48
"3199",45,44
"3200",45,45
"3201",45,39
"3202",45,47
"3203",45,40
"3204",45,48
"3205",39,44
"3206",39,45
"3207",39,39
"3208",39,47
"3209",39,40
"3210",39,48
"3211",47,44
"3212",47,45
"3213",47,39
"3214",47,47
"3215",47,40
"3216",47,48
"3217",40,44
"3218",40,45
"3219",40,39
"3220",40,47
"3221",40,40
"3222",40,48
"3223",48,44
"3224",48,45
"3225",48,39
"3226",48,47
"3227",48,40
"3228",48,48
"3229",44,44
"3230",44,47
"3231",44,40
"3232",47,44
"3233",47,47
"3234",47,40
"3235",40,44
"3236",40,47
"3237",40,40
"3238",44,44
"3239",44,47
"3240",44,40
"3241",47,44
"3242",47,47
"3243",47,40
"3244",40,44
"3245",40,47
"3246",40,40
"3247",44,44
"3248",44,44
"3249",44,47
"3250",44,40
"3251",47,44
"3252",47,47
"3253",47,40
"3254",40,44
"3255",40,47
"3256",40,40
"3257",44,44
"3258",44,47
"3259",44,40
"3260",47,44
"3261",47,47
"3262",47,40
"3263",40,44
"3264",40,47
"3265",40,40
"3266",44,44
"3267",44,45
"3268",44,39
"3269",44,46
"3270",44,40
"3271",44,48
"3272",45,44
"3273",45,45
"3274",45,39
"3275",45,46
"3276",45,40
"3277",45,48
"3278",39,44
"3279",39,45
"3280",39,39
"3281",39,46
"3282",39,40
"3283",39,48
"3284",46,44
"3285",46,45
"3286",46,39
"3287",46,46
"3288",46,40
"3289",46,48
"3290",40,44
"3291",40,45
"3292",40,39
"3293",40,46
"3294",40,40
"3295",40,48
"3296",48,44
"3297",48,45
"3298",48,39
"3299",48,46
"3300",48,40
"3301",48,48
"3302",44,44
"3303",44,44
"3304",44,45
"3305",44,40
"3306",44,48
"3307",45,44
"3308",45,45
"3309",45,40
"3310",45,48
"3311",40,44
"3312",40,45
"3313",40,40
"3314",40,48
"3315",48,44
"3316",48,45
"3317",48,40
"3318",48,48
"3319",44,44
"3320",44,47
"3321",44,40
"3322",47,44
"3323",47,47
"3324",47,40
"3325",40,44
"3326",40,47
"3327",40,40
"3328",44,44
"3329",44,45
"3330",44,55
"3331",44,56
"3332",44,46
"3333",44,48
"3334",45,44
"3335",45,45
"3336",45,55
"3337",45,56
"3338",45,46
"3339",45,48
"3340",55,44
"3341",55,45
"3342",55,55
"3343",55,56
"3344",55,46
"3345",55,48
"3346",56,44
"3347",56,45
"3348",56,55
"3349",56,56
"3350",56,46
"3351",56,48
"3352",46,44
"3353",46,45
"3354",46,55
"3355",46,56
"3356",46,46
"3357",46,48
"3358",48,44
"3359",48,45
"3360",48,55
"3361",48,56
"3362",48,46
"3363",48,48
"3364",44,44
"3365",44,47
"3366",44,40
"3367",47,44
"3368",47,47
"3369",47,40
"3370",40,44
"3371",40,47
"3372",40,40
"3373",44,44
"3374",44,39
"3375",44,40
"3376",44,48
"3377",39,44
"3378",39,39
"3379",39,40
"3380",39,48
"3381",40,44
"3382",40,39
"3383",40,40
"3384",40,48
"3385",48,44
"3386",48,39
"3387",48,40
"3388",48,48
"3389",44,44
"3390",44,45
"3391",44,39
"3392",44,46
"3393",44,40
"3394",44,48
"3395",45,44
"3396",45,45
"3397",45,39
"3398",45,46
"3399",45,40
"3400",45,48
"3401",39,44
"3402",39,45
"3403",39,39
"3404",39,46
"3405",39,40
"3406",39,48
"3407",46,44
"3408",46,45
"3409",46,39
"3410",46,46
"3411",46,40
"3412",46,48
"3413",40,44
"3414",40,45
"3415",40,39
"3416",40,46
"3417",40,40
"3418",40,48
"3419",48,44
"3420",48,45
"3421",48,39
"3422",48,46
"3423",48,40
"3424",48,48
"3425",44,44
"3426",44,45
"3427",44,39
"3428",44,47
"3429",44,40
"3430",44,48
"3431",45,44
"3432",45,45
"3433",45,39
"3434",45,47
"3435",45,40
"3436",45,48
"3437",39,44
"3438",39,45
"3439",39,39
"3440",39,47
"3441",39,40
"3442",39,48
"3443",47,44
"3444",47,45
"3445",47,39
"3446",47,47
"3447",47,40
"3448",47,48
"3449",40,44
"3450",40,45
"3451",40,39
"3452",40,47
"3453",40,40
"3454",40,48
"3455",48,44
"3456",48,45
"3457",48,39
"3458",48,47
"3459",48,40
"3460",48,48
"3461",44,44
"3462",44,39
"3463",44,40
"3464",44,48
"3465",39,44
"3466",39,39
"3467",39,40
"3468",39,48
"3469",40,44
"3470",40,39
"3471",40,40
"3472",40,48
"3473",48,44
"3474",48,39
"3475",48,40
"3476",48,48
"3477",44,44
"3478",44,45
"3479",44,39
"3480",44,46
"3481",44,47
"3482",44,40
"3483",44,48
"3484",45,44
"3485",45,45
"3486",45,39
"3487",45,46
"3488",45,47
"3489",45,40
"3490",45,48
"3491",39,44
"3492",39,45
"3493",39,39
"3494",39,46
"3495",39,47
"3496",39,40
"3497",39,48
"3498",46,44
"3499",46,45
"3500",46,39
"3501",46,46
"3502",46,47
"3503",46,40
"3504",46,48
"3505",47,44
"3506",47,45
"3507",47,39
"3508",47,46
"3509",47,47
"3510",47,40
"3511",47,48
"3512",40,44
"3513",40,45
"3514",40,39
"3515",40,46
"3516",40,47
"3517",40,40
"3518",40,48
"3519",48,44
"3520",48,45
"3521",48,39
"3522",48,46
"3523",48,47
"3524",48,40
"3525",48,48
"3526",44,44
"3527",44,44
"3528",44,44
"3529",44,39
"3530",44,46
"3531",44,47
"3532",44,40
"3533",39,44
"3534",39,39
"3535",39,46
"3536",39,47
"3537",39,40
"3538",46,44
"3539",46,39
"3540",46,46
"3541",46,47
"3542",46,40
"3543",47,44
"3544",47,39
"3545",47,46
"3546",47,47
"3547",47,40
"3548",40,44
"3549",40,39
"3550",40,46
"3551",40,47
"3552",40,40
"3553",44,44
"3554",44,45
"3555",44,39
"3556",44,46
"3557",44,40
"3558",44,48
"3559",45,44
"3560",45,45
"3561",45,39
"3562",45,46
"3563",45,40
"3564",45,48
"3565",39,44
"3566",39,45
"3567",39,39
"3568",39,46
"3569",39,40
"3570",39,48
"3571",46,44
"3572",46,45
"3573",46,39
"3574",46,46
"3575",46,40
"3576",46,48
"3577",40,44
